fare_amount,passenger_count_2.0,passenger_count_3.0,passenger_count_4.0,passenger_count_5.0,passenger_count_6.0,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,session_evening,session_morning,session_night_AM,session_night_PM,season_summer,season_winter,week_weekend,distance_km
4.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.11920972
5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.13935931
13.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.186340611
4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.158494594
5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15508197
8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.254532034
9.771225539,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.553991891
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.227570935
7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.110990135
10.9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.626921208
5.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.119179478
17.9830161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.769914934
8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.406281967
4.9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.203229796
8.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.365023116
6.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.213302289
3.7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.103292972
18.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.396211216
7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.27526593
8.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.407633363
3.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.024076802
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.222163586
20.1308918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.037361577
9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.375107141
7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.15181914
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.242348444
8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.316932003
12.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.412983908
15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.642390996
6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.10861741
20.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.800070451
5.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.091747688
9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.173343663
7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.447148169
4.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.159499003
5.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.168025507
12.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.702387377
16.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.275662528
9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.654025453
4.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.199515884
12.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.567297926
4.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.103088119
5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.120396836
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.09955142
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.22907595
20.35528907,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.788921453
3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.067792184
6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.260918251
6.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.11125429
5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.107985352
18.88995663,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.58291759
10.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0.27471843
7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.334543059
10.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.352593536
7.3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.298843245
9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.223536972
3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.117164838
10.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.390330153
9.7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.562099987
8.5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.293446836
6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
20.00804109,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.954900561
7.7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.248060664
12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.524410205
11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.468120828
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.146248383
22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.657795947
4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.151718273
4.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.137272305
6.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.208644398
10.61880426,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.250907831
5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.240889143
8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.240977552
3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.061796521
13.85545574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.497402198
8.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.208956779
5.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.123221723
10.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.541899505
4.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.105309345
13.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0.459289629
9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.423260836
8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.288526351
5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1252472
17.26193505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.136339648
11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.29043391
6.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.143749123
11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.390884702
4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.10372053
19.65630343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.808768677
6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.102047518
11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.500360223
11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.481898951
5.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.173089399
14.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.008872808
8.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0.199518844
2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.012642344
8.1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.598360667
20.60864744,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.842537333
11.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.562735836
5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.144150312
6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.161542957
19.77316911,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.791344393
9.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.44468795
7.3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.216510975
4.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.122341245
20.26314084,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.936389959
11,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.14753621
8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.253334045
10.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.524668812
11.38438977,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.27487881
9.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.28590399
7.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.139015993
6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.157621666
9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0.253033368
10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.361127631
14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.73679945
20.41728362,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.531752673
12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.359657592
11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.410040535
14.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.449146687
9.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.526985101
7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.241110648
6.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.23637863
13.83923017,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.549964866
9.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.221022649
10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.291479379
6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.189273526
4.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.095206728
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.165275835
4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.102225452
10.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.269664861
21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.746871314
8.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.262756934
7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.187952682
13.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.627604066
20.15469884,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0.833751598
5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.135325038
4.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.115806081
16.1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.720654073
4.9,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0.133340614
9.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.128881947
5.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.127037812
6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.267900845
4.999909052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.328103727
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.124389658
9.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.387056406
8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.22127357
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.229374515
10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.486434177
8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.302469533
21.4912427,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.503938988
4.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.112785344
6.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.326475436
4.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.199365843
18.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.879973937
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.140876025
8.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.32476909
6.083939027,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.073804292
18.94608586,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.708879465
7.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.248001682
8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.326630473
8.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.258250041
7.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.310674293
3.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.123645042
8.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.303860111
14.33596556,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.73065721
11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.404032985
19.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.349817562
21.16600652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.865562798
17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.32129937
16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0.534835147
9.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2745903
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.209756589
11.50274792,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.455800946
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.204126948
12.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.445670623
8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.51081081
6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.131217234
10.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.389129779
3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.075669603
10.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.388044025
8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.190485858
10.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.388767421
6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.173752172
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.089164313
7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.154805333
8.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.352187959
18.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.786583856
17.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.961411009
6.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.184542074
9.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.302277741
6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.216796799
5.5,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.136869146
7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.160916643
5.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.210313392
4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0.156048645
4.9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.171698738
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.557006107
6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.269281348
7.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.266010642
7.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0.307164998
7.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.224820542
10.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.403302375
17.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.560892302
5.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.140259698
8.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.363909006
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.103530718
16.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.710791345
6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.154256116
15.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.876248541
15.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.430045383
8.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.2689581
5.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.233674966
14.03833905,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.245949808
21,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.629475471
6.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.181472163
8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.211500293
6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.29059222
13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.439510226
18.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.545366468
12.9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.2776152
12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.457281424
13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.343913127
4.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.110914426
7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.193723347
5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.141677915
14.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0.663462022
7.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.389794223
3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.06844174
5.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.132140347
8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.237868836
7.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.28869422
4.1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.156627923
16.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.785830091
12.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.526865142
8.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.281719567
3.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.125285083
7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.316856293
10.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.348880036
6.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.240451231
18.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0.720400302
6.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.196781875
3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.039898595
8.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.480162162
6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.360247967
14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.81046714
11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.457493153
15.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.557709244
6.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0.307704691
7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.143661043
9.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.411985755
9.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.221605643
8,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.239076565
8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.236649548
4.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.164640465
10.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.137960541
6.9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0.289926306
9.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.381606022
21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.969061277
7.3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.223180583
9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.24149606
9.903896445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.341354575
12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.260181818
8.1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.367140139
5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.097193512
7,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.140721518
13.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.724531334
12.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.777764886
8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.316521568
2.5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.013425578
19.45507317,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.908592655
10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.329846337
14.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.725963344
7.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.294299822
14.1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.561578425
21.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.829665962
6.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.236439363
13.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.563732659
2.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.004930608
5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.182744708
15.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.517160556
6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.124608432
16.63292305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.582285509
4.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.199306272
20.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.695513751
3.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.054603839
16.45817745,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0.608661807
8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.364017298
6.1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.096500558
5.3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.371780021
2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.028455307
6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.144135823
3.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.074332132
4.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.082095353
4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.184076434
10.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.483106195
3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097018942
5.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.119492788
7.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.267570424
8.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.259380432
6.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.359791231
